"Modelo","Parametro","Dataset","Acuracia","Recall","Especificidade","F1","AUC"
"XGB","nrounds=300",1,0.501246882793017,0.846153846153846,0.449856733524355,0.305555555555556,0.648005289839101
"XGB","nrounds=300",2,0.526184538653367,0.846153846153846,0.478510028653295,0.316546762589928,0.662331937403571
"XGB","nrounds=300",3,0.491271820448878,0.846153846153846,0.438395415472779,0.301369863013699,0.642274630813313
"XGB","nrounds=300",4,0.551122194513716,0.826923076923077,0.510028653295129,0.323308270676692,0.668475865109103
"XGB","nrounds=300",5,0.518703241895262,0.846153846153846,0.469914040114613,0.313167259786477,0.65803394313423
"XGB","nrounds=300",6,0.493765586034913,0.826923076923077,0.444126074498567,0.29757785467128,0.635524575710822
"XGB","nrounds=300",7,0.543640897755611,0.903846153846154,0.489971346704871,0.339350180505415,0.696908750275512
"XGB","nrounds=300",8,0.528678304239402,0.884615384615385,0.475644699140401,0.327402135231317,0.680130041877893
"XGB","nrounds=300",9,0.56359102244389,0.846153846153846,0.521489971346705,0.334600760456274,0.683821908750275
"XGB","nrounds=300",10,0.551122194513716,0.903846153846154,0.498567335243553,0.343065693430657,0.701206744544853
