"Modelo","Parametro","Dataset","Acuracia","Recall","Especificidade","F1","AUC"
"XGB","nrounds=350",1,0.506234413965087,0.846153846153846,0.455587392550143,0.307692307692308,0.650870619351995
"XGB","nrounds=350",2,0.531172069825436,0.846153846153846,0.484240687679083,0.318840579710145,0.665197266916465
"XGB","nrounds=350",3,0.493765586034913,0.865384615384615,0.438395415472779,0.307167235494881,0.651890015428697
"XGB","nrounds=350",4,0.556109725685786,0.826923076923077,0.515759312320917,0.325757575757576,0.671341194621997
"XGB","nrounds=350",5,0.518703241895262,0.846153846153846,0.469914040114613,0.313167259786477,0.65803394313423
"XGB","nrounds=350",6,0.491271820448878,0.826923076923077,0.441260744985673,0.296551724137931,0.634091910954375
"XGB","nrounds=350",7,0.533665835411471,0.903846153846154,0.478510028653295,0.334519572953737,0.691178091249725
"XGB","nrounds=350",8,0.518703241895262,0.884615384615385,0.464183381088825,0.32280701754386,0.674399382852105
"XGB","nrounds=350",9,0.56359102244389,0.865384615384615,0.518624641833811,0.339622641509434,0.692004628609213
"XGB","nrounds=350",10,0.543640897755611,0.903846153846154,0.489971346704871,0.339350180505415,0.696908750275512
