"Modelo","Parametro","Dataset","Acuracia","Recall","Especificidade","F1","AUC"
"XGB","nrounds=250",1,0.528678304239402,0.846153846153846,0.481375358166189,0.317689530685921,0.663764602160018
"XGB","nrounds=250",2,0.528678304239402,0.846153846153846,0.481375358166189,0.317689530685921,0.663764602160018
"XGB","nrounds=250",3,0.501246882793017,0.884615384615385,0.444126074498567,0.315068493150685,0.664370729556976
"XGB","nrounds=250",4,0.553615960099751,0.846153846153846,0.510028653295129,0.329588014981273,0.678091249724488
"XGB","nrounds=250",5,0.546134663341646,0.788461538461538,0.510028653295129,0.310606060606061,0.649245095878334
"XGB","nrounds=250",6,0.511221945137157,0.865384615384615,0.458452722063037,0.314685314685315,0.661918668723826
"XGB","nrounds=250",7,0.453865336658354,0.923076923076923,0.383954154727794,0.304761904761905,0.653515538902358
"XGB","nrounds=250",8,0.471321695760599,0.807692307692308,0.421203438395415,0.283783783783784,0.614447873043862
"XGB","nrounds=250",9,0.528678304239402,0.865384615384615,0.478510028653295,0.32258064516129,0.671947322018955
"XGB","nrounds=250",10,0.556109725685786,0.961538461538462,0.495702005730659,0.359712230215827,0.72862023363456
