"Modelo","Parametro","Dataset","Acuracia","Recall","Especificidade","F1","AUC"
"GLM","lambda=1",1,0.790523690773067,0.673076923076923,0.808022922636103,0.454545454545455,0.740549922856513
"GLM","lambda=1",2,0.812967581047382,0.5,0.859598853868195,0.409448818897638,0.679799426934097
"GLM","lambda=1",3,0.785536159600998,0.5,0.828080229226361,0.376811594202899,0.664040114613181
"GLM","lambda=1",4,0.820448877805486,0.538461538461538,0.862464183381089,0.4375,0.700462860921314
"GLM","lambda=1",5,0.775561097256858,0.596153846153846,0.802292263610315,0.407894736842105,0.699223054882081
"GLM","lambda=1",6,0.70573566084788,0.769230769230769,0.696275071633238,0.404040404040404,0.732752920432004
"GLM","lambda=1",7,0.708229426433915,0.711538461538462,0.707736389684814,0.387434554973822,0.709637425611638
"GLM","lambda=1",8,0.72069825436409,0.653846153846154,0.730659025787966,0.377777777777778,0.69225258981706
"GLM","lambda=1",9,0.775561097256858,0.653846153846154,0.793696275071633,0.430379746835443,0.723771214458893
"GLM","lambda=1",10,0.810473815461347,0.807692307692308,0.810888252148997,0.525,0.809290279920652
