"Modelo","Parametro","Dataset","Acuracia","Recall","Especificidade","F1","AUC"
"RF","mtry=126",1,0.244389027431421,0.980769230769231,0.134670487106017,0.251851851851852,0.557719858937624
"RF","mtry=126",2,0.354114713216958,0.961538461538462,0.263610315186246,0.278551532033426,0.612574388362354
"RF","mtry=126",3,0.364089775561097,1,0.269340974212034,0.289693593314763,0.634670487106017
"RF","mtry=126",4,0.329177057356608,0.961538461538462,0.234957020057307,0.2710027100271,0.598247740797884
"RF","mtry=126",5,0.369077306733167,0.942307692307692,0.283667621776504,0.279202279202279,0.612987657042098
"RF","mtry=126",6,0.29426433915212,0.980769230769231,0.191977077363897,0.264935064935065,0.586373154066564
"RF","mtry=126",7,0.351620947630923,0.980769230769231,0.257879656160458,0.281767955801105,0.619324443464845
"RF","mtry=126",8,0.296758104738155,1,0.191977077363897,0.269430051813471,0.595988538681948
"RF","mtry=126",9,0.306733167082294,1,0.203438395415473,0.272251308900524,0.601719197707736
"RF","mtry=126",10,0.314214463840399,1,0.212034383954155,0.274406332453826,0.606017191977077
