"Modelo","Parametro","Dataset","Acuracia","Recall","Especificidade","F1","AUC"
"XGB","nrounds=250",1,0.271820448877805,1,0.163323782234957,0.262626262626263,0.581661891117478
"XGB","nrounds=250",2,0.381546134663342,0.980769230769231,0.292263610315186,0.291428571428571,0.636516420542208
"XGB","nrounds=250",3,0.321695760598504,1,0.220630372492837,0.276595744680851,0.610315186246418
"XGB","nrounds=250",4,0.361596009975062,0.942307692307692,0.275071633237822,0.27683615819209,0.608689662772757
"XGB","nrounds=250",5,0.341645885286783,0.923076923076923,0.255014326647564,0.266666666666667,0.589045624862244
"XGB","nrounds=250",6,0.246882793017456,1,0.134670487106017,0.25615763546798,0.567335243553009
"XGB","nrounds=250",7,0.314214463840399,0.961538461538462,0.217765042979943,0.266666666666667,0.589651752259202
"XGB","nrounds=250",8,0.281795511221945,0.980769230769231,0.177650429799427,0.261538461538462,0.579209830284329
"XGB","nrounds=250",9,0.331670822942643,0.942307692307692,0.240687679083095,0.26775956284153,0.591497685695393
"XGB","nrounds=250",10,0.309226932668329,1,0.206303724928367,0.272965879265092,0.603151862464183
