"Modelo","Parametro","Dataset","Acuracia","Recall","Especificidade","F1","AUC"
"RF","mtry=250",1,0.877805486284289,0.365384615384615,0.954154727793696,0.436781609195402,0.659769671589156
"RF","mtry=250",2,0.865336658354115,0.115384615384615,0.977077363896848,0.181818181818182,0.546230989640732
"RF","mtry=250",3,0.860349127182045,0.0769230769230769,0.977077363896848,0.125,0.527000220409963
"RF","mtry=250",4,0.897755610972569,0.25,0.994269340974212,0.388059701492537,0.622134670487106
"RF","mtry=250",5,0.86284289276808,0.173076923076923,0.965616045845272,0.246575342465753,0.569346484461098
"RF","mtry=250",6,0.887780548628429,0.288461538461538,0.977077363896848,0.4,0.632769451179193
"RF","mtry=250",7,0.870324189526185,0.0961538461538462,0.98567335243553,0.161290322580645,0.540913599294688
"RF","mtry=250",8,0.885286783042394,0.269230769230769,0.977077363896848,0.378378378378378,0.623154066563809
"RF","mtry=250",9,0.882793017456359,0.230769230769231,0.979942693409742,0.338028169014084,0.605355962089486
"RF","mtry=250",10,0.887780548628429,0.230769230769231,0.98567335243553,0.347826086956522,0.60822129160238
