"Modelo","Parametro","Dataset","Acuracia","Recall","Especificidade","F1","AUC"
"GLM","lambda=0.5",1,0.872817955112219,0.0769230769230769,0.991404011461318,0.135593220338983,0.534163544192197
"GLM","lambda=0.5",2,0.875311720698254,0.0576923076923077,0.997134670487106,0.107142857142857,0.527413489089707
"GLM","lambda=0.5",3,0.872817955112219,0.0576923076923077,0.994269340974212,0.105263157894737,0.52598082433326
"GLM","lambda=0.5",4,0.875311720698254,0.0576923076923077,0.997134670487106,0.107142857142857,0.527413489089707
"GLM","lambda=0.5",5,0.865336658354115,0,0.994269340974212,NA,0.497134670487106
"GLM","lambda=0.5",6,0.860349127182045,0.0192307692307692,0.98567335243553,0.0344827586206897,0.50245206083315
"GLM","lambda=0.5",7,0.870324189526185,0.0384615384615385,0.994269340974212,0.0714285714285714,0.516365439717875
"GLM","lambda=0.5",8,0.865336658354115,0,0.994269340974212,NA,0.497134670487106
"GLM","lambda=0.5",9,0.872817955112219,0.0192307692307692,1,0.0377358490566038,0.509615384615385
"GLM","lambda=0.5",10,0.877805486284289,0.0961538461538462,0.994269340974212,0.169491525423729,0.545211593564029
