"Modelo","Parametro","Dataset","Acuracia","Recall","Especificidade","F1","AUC"
"XGB","nrounds=350",1,0.877805486284289,0.211538461538462,0.977077363896848,0.309859154929577,0.594307912717655
"XGB","nrounds=350",2,0.85785536159601,0.211538461538462,0.954154727793696,0.278481012658228,0.582846594666079
"XGB","nrounds=350",3,0.85785536159601,0.153846153846154,0.962750716332378,0.219178082191781,0.558298435089266
"XGB","nrounds=350",4,0.897755610972569,0.269230769230769,0.991404011461318,0.405797101449275,0.630317390346044
"XGB","nrounds=350",5,0.85286783042394,0.0961538461538462,0.965616045845272,0.144927536231884,0.530884945999559
"XGB","nrounds=350",6,0.875311720698254,0.269230769230769,0.965616045845272,0.358974358974359,0.617423407538021
"XGB","nrounds=350",7,0.86783042394015,0.211538461538462,0.965616045845272,0.293333333333333,0.588577253691867
"XGB","nrounds=350",8,0.892768079800499,0.307692307692308,0.979942693409742,0.426666666666667,0.643817500551025
"XGB","nrounds=350",9,0.882793017456359,0.211538461538462,0.982808022922636,0.318840579710145,0.597173242230549
"XGB","nrounds=350",10,0.907730673316708,0.365384615384615,0.988538681948424,0.506666666666667,0.67696164866652
