"Modelo","Parametro","Dataset","Acuracia","Recall","Especificidade","F1","AUC"
"GLM","lambda=0.1",1,0.842892768079801,0.153846153846154,0.945558739255014,0.20253164556962,0.549702446550584
"GLM","lambda=0.1",2,0.855361596009975,0.153846153846154,0.959885386819484,0.216216216216216,0.556865770332819
"GLM","lambda=0.1",3,0.85785536159601,0.173076923076923,0.959885386819484,0.24,0.566481154948204
"GLM","lambda=0.1",4,0.85785536159601,0.115384615384615,0.968481375358166,0.173913043478261,0.541932995371391
"GLM","lambda=0.1",5,0.855361596009975,0.173076923076923,0.95702005730659,0.236842105263158,0.565048490191757
"GLM","lambda=0.1",6,0.85785536159601,0.173076923076923,0.959885386819484,0.24,0.566481154948204
"GLM","lambda=0.1",7,0.860349127182045,0.192307692307692,0.959885386819484,0.263157894736842,0.576096539563588
"GLM","lambda=0.1",8,0.85286783042394,0.0769230769230769,0.968481375358166,0.119402985074627,0.522702226140622
"GLM","lambda=0.1",9,0.860349127182045,0.134615384615385,0.968481375358166,0.2,0.551548379986775
"GLM","lambda=0.1",10,0.860349127182045,0.173076923076923,0.962750716332378,0.243243243243243,0.567913819704651
