"Modelo","Parametro","Dataset","Acuracia","Recall","Especificidade","F1","AUC"
"RF","mtry=2",1,0.870324189526185,0.192307692307692,0.97134670487106,0.277777777777778,0.581827198589376
"RF","mtry=2",2,0.870324189526185,0.134615384615385,0.979942693409742,0.212121212121212,0.557279039012563
"RF","mtry=2",3,0.85286783042394,0.153846153846154,0.95702005730659,0.213333333333333,0.555433105576372
"RF","mtry=2",4,0.882793017456359,0.153846153846154,0.991404011461318,0.253968253968254,0.572625082653736
"RF","mtry=2",5,0.870324189526185,0.192307692307692,0.97134670487106,0.277777777777778,0.581827198589376
"RF","mtry=2",6,0.85785536159601,0.192307692307692,0.95702005730659,0.25974025974026,0.574663874807141
"RF","mtry=2",7,0.865336658354115,0.134615384615385,0.974212034383954,0.205882352941176,0.554413709499669
"RF","mtry=2",8,0.877805486284289,0.192307692307692,0.979942693409742,0.289855072463768,0.586125192858717
"RF","mtry=2",9,0.86783042394015,0.211538461538462,0.965616045845272,0.293333333333333,0.588577253691867
"RF","mtry=2",10,0.885286783042394,0.25,0.979942693409742,0.361111111111111,0.614971346704871
