"Modelo","Parametro","Dataset","Acuracia","Recall","Especificidade","F1","AUC"
"GLM","lambda=0.5",1,0.812967581047382,0.384615384615385,0.876790830945559,0.347826086956522,0.630703107780472
"GLM","lambda=0.5",2,0.820448877805486,0.365384615384615,0.888252148997135,0.345454545454545,0.626818382190875
"GLM","lambda=0.5",3,0.807980049875312,0.346153846153846,0.876790830945559,0.31858407079646,0.611472338549703
"GLM","lambda=0.5",4,0.832917705735661,0.326923076923077,0.908309455587393,0.336633663366337,0.617616266255235
"GLM","lambda=0.5",5,0.827930174563591,0.5,0.876790830945559,0.429752066115702,0.688395415472779
"GLM","lambda=0.5",6,0.832917705735661,0.461538461538462,0.888252148997135,0.417391304347826,0.674895305267798
"GLM","lambda=0.5",7,0.842892768079801,0.442307692307692,0.902578796561605,0.422018348623853,0.672443244434648
"GLM","lambda=0.5",8,0.827930174563591,0.403846153846154,0.891117478510029,0.378378378378378,0.647481816178091
"GLM","lambda=0.5",9,0.850374064837905,0.423076923076923,0.91404011461318,0.423076923076923,0.668558518845052
"GLM","lambda=0.5",10,0.84788029925187,0.480769230769231,0.902578796561605,0.45045045045045,0.691674013665418
