"Modelo","Parametro","Dataset","Acuracia","Recall","Especificidade","F1","AUC"
"RF","mtry=250",1,0.855361596009975,0.403846153846154,0.922636103151863,0.42,0.663241128499008
"RF","mtry=250",2,0.85286783042394,0.365384615384615,0.925501432664756,0.391752577319588,0.645443024024686
"RF","mtry=250",3,0.832917705735661,0.326923076923077,0.908309455587393,0.336633663366337,0.617616266255235
"RF","mtry=250",4,0.870324189526185,0.365384615384615,0.945558739255014,0.422222222222222,0.655471677319815
"RF","mtry=250",5,0.810473815461347,0.423076923076923,0.868194842406877,0.366666666666667,0.6456358827419
"RF","mtry=250",6,0.875311720698254,0.403846153846154,0.945558739255014,0.456521739130435,0.674702446550584
"RF","mtry=250",7,0.842892768079801,0.326923076923077,0.919770773638969,0.350515463917526,0.623346925281023
"RF","mtry=250",8,0.835411471321696,0.442307692307692,0.893982808022923,0.410714285714286,0.668145250165307
"RF","mtry=250",9,0.842892768079801,0.461538461538462,0.899713467048711,0.432432432432432,0.680625964293586
"RF","mtry=250",10,0.837905236907731,0.346153846153846,0.911174785100286,0.356435643564356,0.628664315627066
