"Modelo","Parametro","Dataset","Acuracia","Recall","Especificidade","F1","AUC"
"XGB","nrounds=250",1,0.860349127182045,0.423076923076923,0.925501432664756,0.44,0.67428917787084
"XGB","nrounds=250",2,0.837905236907731,0.365384615384615,0.908309455587393,0.368932038834951,0.636847035486004
"XGB","nrounds=250",3,0.822942643391521,0.346153846153846,0.893982808022923,0.336448598130841,0.620068327088384
"XGB","nrounds=250",4,0.885286783042394,0.403846153846154,0.95702005730659,0.477272727272727,0.680433105576372
"XGB","nrounds=250",5,0.840399002493766,0.346153846153846,0.91404011461318,0.36,0.630096980383513
"XGB","nrounds=250",6,0.827930174563591,0.365384615384615,0.896848137535817,0.355140186915888,0.631116376460216
"XGB","nrounds=250",7,0.850374064837905,0.326923076923077,0.92836676217765,0.361702127659574,0.627644919550364
"XGB","nrounds=250",8,0.845386533665835,0.365384615384615,0.916905444126075,0.38,0.641145029755345
"XGB","nrounds=250",9,0.86783042394015,0.442307692307692,0.931232091690544,0.464646464646465,0.686769891999118
"XGB","nrounds=250",10,0.877805486284289,0.461538461538462,0.939828080229226,0.494845360824742,0.700683270883844
